# ASIC configuration for the measurements:
# ------------------------------------------------------------------------------
# Mode = 001 
# Bias = 0110 
# CSArefs = 0011 
# Shaper = 100 
# Leakage mask = 00000000000000000000000000000000 
# Discr. enable mask = 00000000000000000000000000000000 
# Calibration mask = 00000000000000000000000000000000 
# Threshold = 128 
# FineTHR[0] = 011 
# FineTHR[1] = 011 
# FineTHR[2] = 011 
# FineTHR[3] = 011 
# FineTHR[4] = 011 
# FineTHR[5] = 011 
# FineTHR[6] = 011 
# FineTHR[7] = 011 
# FineTHR[8] = 011 
# FineTHR[9] = 011 
# FineTHR[10] = 011 
# FineTHR[11] = 011 
# FineTHR[12] = 011 
# FineTHR[13] = 011 
# FineTHR[14] = 011 
# FineTHR[15] = 011 
# FineTHR[16] = 011 
# FineTHR[17] = 011 
# FineTHR[18] = 011 
# FineTHR[19] = 011 
# FineTHR[20] = 011 
# FineTHR[21] = 011 
# FineTHR[22] = 011 
# FineTHR[23] = 011 
# FineTHR[24] = 011 
# FineTHR[25] = 011 
# FineTHR[26] = 011 
# FineTHR[27] = 011 
# FineTHR[28] = 011 
# FineTHR[29] = 011 
# FineTHR[30] = 011 
# FineTHR[31] = 011 
# ------------------------------------------------------------------------------
# Event data block #1
# Delay	DAC	Type	CH#	Value
48	1000	00	1	137
48	1000	00	2	114
48	1000	00	3	124
48	1000	00	4	150
48	1000	00	5	100
48	1000	00	6	164
48	1000	00	7	101
48	1000	00	8	101
48	1000	00	9	123
48	1000	00	10	157
48	1000	00	11	121
48	1000	00	12	162
48	1000	00	13	119
48	1000	00	14	128
48	1000	00	15	138
48	1000	00	16	146
48	1000	00	17	108
48	1000	00	18	120
48	1000	00	19	106
48	1000	00	20	116
48	1000	00	21	128
48	1000	00	22	147
48	1000	00	23	114
48	1000	00	24	97
48	1000	00	25	133
48	1000	00	26	134
48	1000	00	27	145
48	1000	00	28	108
48	1000	00	29	197
48	1000	00	30	186
48	1000	10	31	78
48	1000	00	0	157
48	1000	00	1	140
48	1000	00	2	107
48	1000	00	3	130
48	1000	00	4	150
48	1000	00	5	101
48	1000	00	6	164
48	1000	00	7	106
48	1000	00	8	99
48	1000	00	9	122
48	1000	00	10	161
48	1000	00	11	122
48	1000	00	12	160
48	1000	00	13	120
48	1000	00	14	135
48	1000	00	15	136
48	1000	00	16	146
48	1000	00	17	110
48	1000	00	18	119
48	1000	00	19	108
48	1000	00	20	122
48	1000	00	21	130
48	1000	00	22	154
48	1000	00	23	116
48	1000	00	24	100
48	1000	00	25	136
48	1000	00	26	135
48	1000	00	27	145
48	1000	00	28	109
48	1000	00	29	201
48	1000	00	30	187
48	1000	10	31	85
48	1000	00	0	154
48	1000	00	1	139
48	1000	00	2	111
48	1000	00	3	123
48	1000	00	4	148
48	1000	00	5	95
48	1000	00	6	163
48	1000	00	7	97
48	1000	00	8	86
48	1000	00	9	113
48	1000	00	10	151
48	1000	00	11	111
48	1000	00	12	155
48	1000	00	13	107
48	1000	00	14	124
48	1000	00	15	126
48	1000	00	16	133
48	1000	00	17	106
48	1000	00	18	117
48	1000	00	19	102
48	1000	00	20	111
48	1000	00	21	119
48	1000	00	22	145
48	1000	00	23	104
48	1000	00	24	94
48	1000	00	25	130
48	1000	00	26	131
48	1000	00	27	141
48	1000	00	28	104
48	1000	00	29	197
48	1000	00	30	182
48	1000	10	31	81
48	1000	00	0	155
48	1000	00	1	144
48	1000	00	2	110
48	1000	00	3	129
48	1000	00	4	154
48	1000	00	5	105
48	1000	00	6	163
48	1000	00	7	108
48	1000	00	8	101
48	1000	00	9	125
48	1000	00	10	165
48	1000	00	11	129
48	1000	00	12	169
48	1000	00	13	125
48	1000	00	14	137
48	1000	00	15	144
48	1000	00	16	150
48	1000	00	17	121
48	1000	00	18	127
48	1000	00	19	112
48	1000	00	20	126
48	1000	00	21	133
48	1000	00	22	157
48	1000	00	23	118
48	1000	00	24	100
48	1000	00	25	135
48	1000	00	26	138
48	1000	00	27	142
48	1000	00	28	104
48	1000	00	29	196
48	1000	00	30	190
48	1000	10	31	83
48	1000	00	0	149
48	1000	00	1	138
48	1000	00	2	107
48	1000	00	3	123
48	1000	00	4	149
48	1000	00	5	100
48	1000	00	6	160
48	1000	00	7	94
48	1000	00	8	90
48	1000	00	9	119
48	1000	00	10	152
48	1000	00	11	116
48	1000	00	12	162
48	1000	00	13	116
48	1000	00	14	122
48	1000	00	15	138
48	1000	00	16	138
48	1000	00	17	102
48	1000	00	18	114
48	1000	00	19	100
48	1000	00	20	114
48	1000	00	21	120
48	1000	00	22	144
48	1000	00	23	109
48	1000	00	24	97
48	1000	00	25	132
48	1000	00	26	133
48	1000	00	27	141
48	1000	00	28	108
48	1000	00	29	193
48	1000	00	30	189
48	1000	10	31	83
48	1000	00	0	156
48	1000	00	1	138
48	1000	00	2	108
48	1000	00	3	122
48	1000	00	4	158
48	1000	00	5	101
48	1000	00	6	165
48	1000	00	7	98
48	1000	00	8	92
48	1000	00	9	116
48	1000	00	10	153
48	1000	00	11	113
48	1000	00	12	154
48	1000	00	13	114
48	1000	00	14	128
48	1000	00	15	131
48	1000	00	16	138
48	1000	00	17	106
48	1000	00	18	117
48	1000	00	19	106
48	1000	00	20	114
48	1000	00	21	125
48	1000	00	22	142
48	1000	00	23	110
48	1000	00	24	98
48	1000	00	25	135
48	1000	00	26	134
48	1000	00	27	139
48	1000	00	28	102
48	1000	00	29	201
48	1000	00	30	182
48	1000	10	31	81
48	1000	00	0	157
48	1000	00	1	137
48	1000	00	2	111
48	1000	00	3	120
48	1000	00	4	151
48	1000	00	5	101
48	1000	00	6	165
48	1000	00	7	102
48	1000	00	8	94
48	1000	00	9	119
48	1000	00	10	158
48	1000	00	11	114
48	1000	00	12	157
48	1000	00	13	116
48	1000	00	14	127
48	1000	00	15	130
48	1000	00	16	141
48	1000	00	17	105
48	1000	00	18	117
48	1000	00	19	101
48	1000	00	20	114
48	1000	00	21	125
48	1000	00	22	150
48	1000	00	23	108
48	1000	00	24	94
48	1000	00	25	130
48	1000	00	26	132
48	1000	00	27	143
48	1000	00	28	108
48	1000	00	29	193
48	1000	00	30	187
48	1000	10	31	81
48	1000	00	0	158
48	1000	00	1	141
48	1000	00	2	118
48	1000	00	3	125
48	1000	00	4	154
48	1000	00	5	103
48	1000	00	6	161
48	1000	00	7	105
48	1000	00	8	91
48	1000	00	9	116
48	1000	00	10	152
48	1000	00	11	112
48	1000	00	12	154
48	1000	00	13	113
48	1000	00	14	124
48	1000	00	15	132
48	1000	00	16	146
48	1000	00	17	111
48	1000	00	18	121
48	1000	00	19	108
48	1000	00	20	117
48	1000	00	21	125
48	1000	00	22	145
48	1000	00	23	113
48	1000	00	24	99
48	1000	00	25	134
48	1000	00	26	136
48	1000	00	27	140
48	1000	00	28	103
48	1000	00	29	194
48	1000	00	30	187
48	1000	10	31	81
48	1000	00	0	157
48	1000	00	1	136
48	1000	00	2	106
48	1000	00	3	121
48	1000	00	4	150
48	1000	00	5	106
48	1000	00	6	161
48	1000	00	7	97
48	1000	00	8	96
48	1000	00	9	120
48	1000	00	10	152
48	1000	00	11	118
48	1000	00	12	159
48	1000	00	13	117
48	1000	00	14	122
48	1000	00	15	137
48	1000	00	16	141
48	1000	00	17	110
48	1000	00	18	116
48	1000	00	19	101
48	1000	00	20	117
48	1000	00	21	122
48	1000	00	22	157
48	1000	00	23	112
48	1000	00	24	94
48	1000	00	25	137
48	1000	00	26	133
48	1000	00	27	138
48	1000	00	28	106
48	1000	00	29	196
48	1000	00	30	186
48	1000	10	31	82
48	1000	00	0	153
48	1000	00	1	137
48	1000	00	2	109
48	1000	00	3	125
48	1000	00	4	152
48	1000	00	5	98
48	1000	00	6	158
48	1000	00	7	97
48	1000	00	8	97
48	1000	00	9	117
48	1000	00	10	157
48	1000	00	11	122
48	1000	00	12	158
48	1000	00	13	117
48	1000	00	14	133
48	1000	00	15	138
48	1000	00	16	141
48	1000	00	17	108
48	1000	00	18	118
48	1000	00	19	108
48	1000	00	20	117
48	1000	00	21	122
48	1000	00	22	153
48	1000	00	23	114
48	1000	00	24	94
48	1000	00	25	136
48	1000	00	26	132
48	1000	00	27	145
48	1000	00	28	106
48	1000	00	29	196
48	1000	00	30	187
48	1000	10	31	82
48	1000	00	0	154
48	1000	00	1	142
48	1000	00	2	106
48	1000	00	3	129
48	1000	00	4	150
48	1000	00	5	105
48	1000	00	6	167
48	1000	00	7	101
48	1000	00	8	90
48	1000	00	9	120
48	1000	00	10	149
48	1000	00	11	114
48	1000	00	12	155
48	1000	00	13	114
48	1000	00	14	120
48	1000	00	15	132
48	1000	00	16	136
48	1000	00	17	104
48	1000	00	18	114
48	1000	00	19	100
48	1000	00	20	112
48	1000	00	21	118
48	1000	00	22	144
48	1000	00	23	109
48	1000	00	24	94
48	1000	00	25	130
48	1000	00	26	133
48	1000	00	27	141
48	1000	00	28	104
48	1000	00	29	194
48	1000	00	30	184
48	1000	10	31	82
48	1000	00	0	155
48	1000	00	1	138
48	1000	00	2	108
48	1000	00	3	130
48	1000	00	4	148
48	1000	00	5	99
48	1000	00	6	162
48	1000	00	7	96
48	1000	00	8	91
48	1000	00	9	118
48	1000	00	10	149
48	1000	00	11	113
48	1000	00	12	157
48	1000	00	13	113
48	1000	00	14	119
48	1000	00	15	126
48	1000	00	16	135
48	1000	00	17	101
48	1000	00	18	113
48	1000	00	19	97
48	1000	00	20	107
48	1000	00	21	114
48	1000	00	22	143
48	1000	00	23	100
48	1000	00	24	93
48	1000	00	25	130
48	1000	00	26	134
48	1000	00	27	138
48	1000	00	28	107
48	1000	00	29	196
48	1000	00	30	181
48	1000	10	31	82
48	1000	00	0	155
48	1000	00	1	136
48	1000	00	2	108
48	1000	00	3	121
48	1000	00	4	152
48	1000	00	5	97
48	1000	00	6	158
48	1000	00	7	100
48	1000	00	8	92
48	1000	00	9	125
48	1000	00	10	159
48	1000	00	11	115
48	1000	00	12	158
48	1000	00	13	114
48	1000	00	14	122
48	1000	00	15	131
48	1000	00	16	142
48	1000	00	17	110
48	1000	00	18	119
48	1000	00	19	106
48	1000	00	20	119
48	1000	00	21	128
48	1000	00	22	145
48	1000	00	23	114
48	1000	00	24	98
48	1000	00	25	137
48	1000	00	26	133
48	1000	00	27	140
48	1000	00	28	109
48	1000	00	29	195
48	1000	00	30	186
48	1000	10	31	81
48	1000	00	0	152
48	1000	00	1	139
48	1000	00	2	107
48	1000	00	3	128
48	1000	00	4	152
48	1000	00	5	98
48	1000	00	6	163
48	1000	00	7	93
48	1000	00	8	88
48	1000	00	9	113
48	1000	00	10	151
48	1000	00	11	114
48	1000	00	12	155
48	1000	00	13	111
48	1000	00	14	119
48	1000	00	15	125
48	1000	00	16	138
48	1000	00	17	99
48	1000	00	18	112
48	1000	00	19	102
48	1000	00	20	107
48	1000	00	21	117
48	1000	00	22	137
48	1000	00	23	105
48	1000	00	24	93
48	1000	00	25	132
48	1000	00	26	132
48	1000	00	27	140
48	1000	00	28	105
48	1000	00	29	194
48	1000	00	30	182
48	1000	10	31	75
48	1000	00	0	158
48	1000	00	1	137
48	1000	00	2	109
48	1000	00	3	124
48	1000	00	4	149
48	1000	00	5	101
48	1000	00	6	164
48	1000	00	7	101
48	1000	00	8	89
48	1000	00	9	115
48	1000	00	10	155
48	1000	00	11	120
48	1000	00	12	157
48	1000	00	13	117
48	1000	00	14	124
48	1000	00	15	134
48	1000	00	16	137
48	1000	00	17	108
48	1000	00	18	114
48	1000	00	19	100
48	1000	00	20	110
48	1000	00	21	118
48	1000	00	22	146
48	1000	00	23	102
48	1000	00	24	96
48	1000	00	25	132
48	1000	00	26	132
48	1000	00	27	138
48	1000	00	28	107
48	1000	00	29	192
48	1000	00	30	186
48	1000	10	31	82
48	1000	00	0	153
48	1000	00	1	137
48	1000	00	2	109
48	1000	00	3	126
48	1000	00	4	150
48	1000	00	5	98
48	1000	00	6	160
48	1000	00	7	101
48	1000	00	8	95
48	1000	00	9	120
48	1000	00	10	152
48	1000	00	11	123
48	1000	00	12	158
48	1000	00	13	114
48	1000	00	14	128
48	1000	00	15	139
48	1000	00	16	145
48	1000	00	17	106
48	1000	00	18	117
48	1000	00	19	108
48	1000	00	20	118
48	1000	00	21	121
48	1000	00	22	154
48	1000	00	23	112
48	1000	00	24	95
48	1000	00	25	135
48	1000	00	26	135
48	1000	00	27	141
48	1000	00	28	102
48	1000	00	29	197
48	1000	00	30	186
48	1000	10	31	80
48	1000	00	0	155
48	1000	00	1	135
48	1000	00	2	112
48	1000	00	3	122
48	1000	00	4	153
48	1000	00	5	102
48	1000	00	6	162
48	1000	00	7	96
48	1000	00	8	97
48	1000	00	9	125
48	1000	00	10	157
48	1000	00	11	124
48	1000	00	12	163
48	1000	00	13	116
48	1000	00	14	128
48	1000	00	15	133
48	1000	00	16	142
48	1000	00	17	107
48	1000	00	18	119
48	1000	00	19	105
48	1000	00	20	116
48	1000	00	21	123
48	1000	00	22	151
48	1000	00	23	110
48	1000	00	24	94
48	1000	00	25	133
48	1000	00	26	134
48	1000	00	27	142
48	1000	00	28	105
48	1000	00	29	196
48	1000	00	30	185
48	1000	10	31	81
48	1000	00	0	157
48	1000	00	1	137
48	1000	00	2	117
48	1000	00	3	132
48	1000	00	4	154
48	1000	00	5	106
48	1000	00	6	166
48	1000	00	7	101
48	1000	00	8	98
48	1000	00	9	126
48	1000	00	10	158
48	1000	00	11	125
48	1000	00	12	161
48	1000	00	13	118
48	1000	00	14	133
48	1000	00	15	138
48	1000	00	16	146
48	1000	00	17	112
48	1000	00	18	123
48	1000	00	19	108
48	1000	00	20	122
48	1000	00	21	130
48	1000	00	22	153
48	1000	00	23	114
48	1000	00	24	97
48	1000	00	25	137
48	1000	00	26	136
48	1000	00	27	138
48	1000	00	28	106
48	1000	00	29	197
48	1000	00	30	185
48	1000	10	31	82
48	1000	00	0	155
48	1000	00	1	137
48	1000	00	2	108
48	1000	00	3	122
48	1000	00	4	152
48	1000	00	5	97
48	1000	00	6	156
48	1000	00	7	102
48	1000	00	8	95
48	1000	00	9	115
48	1000	00	10	154
48	1000	00	11	112
48	1000	00	12	160
48	1000	00	13	113
48	1000	00	14	122
48	1000	00	15	131
48	1000	00	16	138
48	1000	00	17	104
48	1000	00	18	114
48	1000	00	19	101
48	1000	00	20	114
48	1000	00	21	125
48	1000	00	22	148
48	1000	00	23	110
48	1000	00	24	97
48	1000	00	25	135
48	1000	00	26	131
48	1000	00	27	142
48	1000	00	28	108
48	1000	00	29	196
48	1000	00	30	183
48	1000	10	31	81
48	1000	00	0	160
48	1000	00	1	140
48	1000	00	2	110
48	1000	00	3	125
48	1000	00	4	154
48	1000	00	5	103
48	1000	00	6	166
48	1000	00	7	101
48	1000	00	8	93
48	1000	00	9	117
48	1000	00	10	154
48	1000	00	11	118
48	1000	00	12	154
48	1000	00	13	119
48	1000	00	14	128
48	1000	00	15	134
48	1000	00	16	140
48	1000	00	17	104
48	1000	00	18	114
48	1000	00	19	105
48	1000	00	20	115
48	1000	00	21	117
48	1000	00	22	145
48	1000	00	23	106
48	1000	00	24	91
48	1000	00	25	135
48	1000	00	26	133
48	1000	00	27	142
48	1000	00	28	107
48	1000	00	29	198
48	1000	00	30	187
48	1000	10	31	82
48	1000	00	0	156
48	1000	00	1	144
48	1000	00	2	109
48	1000	00	3	122
48	1000	00	4	148
48	1000	00	5	103
48	1000	00	6	161
48	1000	00	7	101
48	1000	00	8	95
48	1000	00	9	128
48	1000	00	10	165
48	1000	00	11	121
48	1000	00	12	162
48	1000	00	13	118
48	1000	00	14	130
48	1000	00	15	139
48	1000	00	16	149
48	1000	00	17	109
48	1000	00	18	122
48	1000	00	19	106
48	1000	00	20	118
48	1000	00	21	126
48	1000	00	22	158
48	1000	00	23	117
48	1000	00	24	100
48	1000	00	25	137
48	1000	00	26	134
48	1000	00	27	142
48	1000	00	28	110
48	1000	00	29	198
48	1000	00	30	190
48	1000	10	31	84
48	1000	00	0	154
48	1000	00	1	140
48	1000	00	2	109
48	1000	00	3	127
48	1000	00	4	150
48	1000	00	5	98
48	1000	00	6	163
48	1000	00	7	98
48	1000	00	8	93
48	1000	00	9	118
48	1000	00	10	148
48	1000	00	11	115
48	1000	00	12	154
48	1000	00	13	118
48	1000	00	14	126
48	1000	00	15	132
48	1000	00	16	138
48	1000	00	17	105
48	1000	00	18	113
48	1000	00	19	100
48	1000	00	20	109
48	1000	00	21	124
48	1000	00	22	143
48	1000	00	23	109
48	1000	00	24	93
48	1000	00	25	135
48	1000	00	26	138
48	1000	00	27	135
48	1000	00	28	106
48	1000	00	29	196
48	1000	00	30	183
48	1000	10	31	81
48	1000	00	0	154
48	1000	00	1	137
48	1000	00	2	107
48	1000	00	3	124
48	1000	00	4	151
48	1000	00	5	98
48	1000	00	6	163
48	1000	00	7	96
48	1000	00	8	92
48	1000	00	9	121
48	1000	00	10	157
48	1000	00	11	118
48	1000	00	12	161
48	1000	00	13	120
48	1000	00	14	122
48	1000	00	15	134
48	1000	00	16	145
48	1000	00	17	109
48	1000	00	18	123
48	1000	00	19	105
48	1000	00	20	114
48	1000	00	21	122
48	1000	00	22	155
48	1000	00	23	112
48	1000	00	24	96
48	1000	00	25	132
48	1000	00	26	134
48	1000	00	27	141
48	1000	00	28	105
48	1000	00	29	200
48	1000	00	30	187
48	1000	10	31	83
48	1000	00	0	151
48	1000	00	1	140
48	1000	00	2	107
48	1000	00	3	127
48	1000	00	4	149
48	1000	00	5	101
48	1000	00	6	161
48	1000	00	7	96
48	1000	00	8	97
48	1000	00	9	123
48	1000	00	10	160
48	1000	00	11	122
48	1000	00	12	158
48	1000	00	13	119
48	1000	00	14	134
48	1000	00	15	138
48	1000	00	16	147
48	1000	00	17	105
48	1000	00	18	121
48	1000	00	19	106
48	1000	00	20	120
48	1000	00	21	126
48	1000	00	22	149
48	1000	00	23	113
48	1000	00	24	101
48	1000	00	25	133
48	1000	00	26	133
48	1000	00	27	140
48	1000	00	28	106
48	1000	00	29	199
48	1000	00	30	189
48	1000	10	31	82
48	1000	00	0	160
48	1000	00	1	143
48	1000	00	2	108
48	1000	00	3	126
48	1000	00	4	154
48	1000	00	5	98
48	1000	00	6	161
48	1000	00	7	100
48	1000	00	8	100
48	1000	00	9	129
48	1000	00	10	163
48	1000	00	11	127
48	1000	00	12	165
48	1000	00	13	123
48	1000	00	14	133
48	1000	00	15	141
48	1000	00	16	147
48	1000	00	17	117
48	1000	00	18	121
48	1000	00	19	108
48	1000	00	20	121
48	1000	00	21	130
48	1000	00	22	156
48	1000	00	23	119
48	1000	00	24	101
48	1000	00	25	136
48	1000	00	26	134
48	1000	00	27	141
48	1000	00	28	109
48	1000	00	29	197
48	1000	00	30	189
48	1000	10	31	82
48	1000	00	0	155
48	1000	00	1	139
48	1000	00	2	107
48	1000	00	3	124
48	1000	00	4	149
48	1000	00	5	101
48	1000	00	6	156
48	1000	00	7	96
48	1000	00	8	96
48	1000	00	9	122
48	1000	00	10	156
48	1000	00	11	117
48	1000	00	12	161
48	1000	00	13	115
48	1000	00	14	128
48	1000	00	15	134
48	1000	00	16	148
48	1000	00	17	105
48	1000	00	18	123
48	1000	00	19	106
48	1000	00	20	121
48	1000	00	21	124
48	1000	00	22	156
48	1000	00	23	111
48	1000	00	24	100
48	1000	00	25	134
48	1000	00	26	132
48	1000	00	27	141
48	1000	00	28	106
48	1000	00	29	194
48	1000	00	30	185
48	1000	10	31	82
48	1000	00	0	151
48	1000	00	1	139
48	1000	00	2	109
48	1000	00	3	130
48	1000	00	4	157
48	1000	00	5	98
48	1000	00	6	165
48	1000	00	7	98
48	1000	00	8	96
48	1000	00	9	121
48	1000	00	10	160
48	1000	00	11	122
48	1000	00	12	164
48	1000	00	13	117
48	1000	00	14	129
48	1000	00	15	136
48	1000	00	16	144
48	1000	00	17	108
48	1000	00	18	122
48	1000	00	19	104
48	1000	00	20	120
48	1000	00	21	128
48	1000	00	22	152
48	1000	00	23	117
48	1000	00	24	99
48	1000	00	25	134
48	1000	00	26	133
48	1000	00	27	144
48	1000	00	28	108
48	1000	00	29	196
48	1000	00	30	182
48	1000	10	31	87
48	1000	00	0	155
48	1000	00	1	133
48	1000	00	2	111
48	1000	00	3	126
48	1000	00	4	146
48	1000	00	5	98
48	1000	00	6	156
48	1000	00	7	96
48	1000	00	8	100
48	1000	00	9	120
48	1000	00	10	151
48	1000	00	11	118
48	1000	00	12	161
48	1000	00	13	114
48	1000	00	14	121
48	1000	00	15	133
48	1000	00	16	140
48	1000	00	17	106
48	1000	00	18	119
48	1000	00	19	102
48	1000	00	20	112
48	1000	00	21	125
48	1000	00	22	150
48	1000	00	23	112
48	1000	00	24	95
48	1000	00	25	130
48	1000	00	26	131
48	1000	00	27	136
48	1000	00	28	105
48	1000	00	29	195
48	1000	00	30	182
48	1000	10	31	81
48	1000	00	0	155
48	1000	00	1	142
48	1000	00	2	108
48	1000	00	3	125
48	1000	00	4	149
48	1000	00	5	101
48	1000	00	6	161
48	1000	00	7	102
48	1000	00	8	91
48	1000	00	9	117
48	1000	00	10	154
48	1000	00	11	121
48	1000	00	12	156
48	1000	00	13	118
48	1000	00	14	126
48	1000	00	15	138
48	1000	00	16	141
48	1000	00	17	106
48	1000	00	18	114
48	1000	00	19	100
48	1000	00	20	111
48	1000	00	21	123
48	1000	00	22	146
48	1000	00	23	110
48	1000	00	24	94
48	1000	00	25	134
48	1000	00	26	133
48	1000	00	27	139
48	1000	00	28	106
48	1000	00	29	191
48	1000	00	30	181
48	1000	10	31	83
48	1000	00	0	157
48	1000	00	1	139
48	1000	00	2	106
48	1000	00	3	130
48	1000	00	4	146
48	1000	00	5	96
48	1000	00	6	168
48	1000	00	7	98
48	1000	00	8	95
48	1000	00	9	122
48	1000	00	10	158
48	1000	00	11	118
48	1000	00	12	159
48	1000	00	13	121
48	1000	00	14	128
48	1000	00	15	138
48	1000	00	16	145
48	1000	00	17	106
48	1000	00	18	120
48	1000	00	19	104
48	1000	00	20	118
48	1000	00	21	129
48	1000	00	22	150
48	1000	00	23	115
48	1000	00	24	97
48	1000	00	25	133
48	1000	00	26	134
48	1000	00	27	142
48	1000	00	28	105
48	1000	00	29	196
48	1000	00	30	183
48	1000	10	31	82
48	1000	00	0	152
48	1000	00	1	141
48	1000	00	2	106
48	1000	00	3	125
48	1000	00	4	151
48	1000	00	5	101
48	1000	00	6	160
48	1000	00	7	96
48	1000	00	8	90
48	1000	00	9	108
48	1000	00	10	152
48	1000	00	11	118
48	1000	00	12	153
48	1000	00	13	110
48	1000	00	14	119
48	1000	00	15	127
48	1000	00	16	137
48	1000	00	17	104
48	1000	00	18	113
48	1000	00	19	98
48	1000	00	20	112
48	1000	00	21	120
48	1000	00	22	146
48	1000	00	23	109
48	1000	00	24	93
48	1000	00	25	132
48	1000	00	26	132
48	1000	00	27	139
48	1000	00	28	108
48	1000	00	29	197
48	1000	00	30	185
48	1000	10	31	82
48	1000	00	0	156
48	1000	00	1	140
48	1000	00	2	108
48	1000	00	3	127
48	1000	00	4	151
48	1000	00	5	99
48	1000	00	6	162
48	1000	00	7	93
48	1000	00	8	90
48	1000	00	9	116
48	1000	00	10	149
48	1000	00	11	114
48	1000	00	12	151
48	1000	00	13	114
48	1000	00	14	114
48	1000	00	15	129
48	1000	00	16	137
48	1000	00	17	102
48	1000	00	18	113
48	1000	00	19	99
48	1000	00	20	111
48	1000	00	21	117
48	1000	00	22	141
48	1000	00	23	103
48	1000	00	24	93
48	1000	00	25	129
48	1000	00	26	134
48	1000	00	27	141
48	1000	00	28	104
48	1000	00	29	197
48	1000	00	30	183
48	1000	10	31	78
48	1000	00	0	157
48	1000	00	1	139
48	1000	00	2	108
48	1000	00	3	125
48	1000	00	4	152
48	1000	00	5	100
48	1000	00	6	156
48	1000	00	7	101
48	1000	00	8	98
48	1000	00	9	121
48	1000	00	10	153
48	1000	00	11	129
48	1000	00	12	155
48	1000	00	13	114
48	1000	00	14	122
48	1000	00	15	129
48	1000	00	16	145
48	1000	00	17	112
48	1000	00	18	117
48	1000	00	19	106
48	1000	00	20	117
48	1000	00	21	124
48	1000	00	22	155
48	1000	00	23	114
48	1000	00	24	100
48	1000	00	25	133
48	1000	00	26	132
48	1000	00	27	144
48	1000	00	28	107
48	1000	00	29	197
48	1000	00	30	186
48	1000	10	31	86
48	1000	00	0	152
48	1000	00	1	137
48	1000	00	2	108
48	1000	00	3	129
48	1000	00	4	152
48	1000	00	5	101
48	1000	00	6	160
48	1000	00	7	98
48	1000	00	8	94
48	1000	00	9	122
48	1000	00	10	158
48	1000	00	11	122
48	1000	00	12	157
48	1000	00	13	116
48	1000	00	14	130
48	1000	00	15	135
48	1000	00	16	141
48	1000	00	17	109
48	1000	00	18	118
48	1000	00	19	105
48	1000	00	20	112
48	1000	00	21	131
48	1000	00	22	146
48	1000	00	23	113
48	1000	00	24	100
48	1000	00	25	137
48	1000	00	26	134
48	1000	00	27	138
48	1000	00	28	108
48	1000	00	29	198
48	1000	00	30	189
48	1000	10	31	78
48	1000	00	0	154
48	1000	00	1	142
48	1000	00	2	114
48	1000	00	3	126
48	1000	00	4	148
48	1000	00	5	107
48	1000	00	6	165
48	1000	00	7	106
48	1000	00	8	95
48	1000	00	9	122
48	1000	00	10	160
48	1000	00	11	122
48	1000	00	12	162
48	1000	00	13	122
48	1000	00	14	128
48	1000	00	15	137
48	1000	00	16	144
48	1000	00	17	111
48	1000	00	18	120
48	1000	00	19	110
48	1000	00	20	121
48	1000	00	21	130
48	1000	00	22	154
48	1000	00	23	117
48	1000	00	24	100
48	1000	00	25	134
48	1000	00	26	133
48	1000	00	27	141
48	1000	00	28	106
48	1000	00	29	198
48	1000	00	30	187
48	1000	10	31	80
48	1000	00	0	153
48	1000	00	1	140
48	1000	00	2	113
48	1000	00	3	123
48	1000	00	4	147
48	1000	00	5	96
48	1000	00	6	157
48	1000	00	7	100
48	1000	00	8	96
48	1000	00	9	121
48	1000	00	10	154
48	1000	00	11	122
48	1000	00	12	158
48	1000	00	13	120
48	1000	00	14	125
48	1000	00	15	133
48	1000	00	16	142
48	1000	00	17	110
48	1000	00	18	119
48	1000	00	19	106
48	1000	00	20	114
48	1000	00	21	119
48	1000	00	22	150
48	1000	00	23	110
48	1000	00	24	98
48	1000	00	25	136
48	1000	00	26	130
48	1000	00	27	142
48	1000	00	28	104
48	1000	00	29	197
48	1000	00	30	184
48	1000	10	31	84
48	1000	00	0	149
48	1000	00	1	136
48	1000	00	2	104
48	1000	00	3	124
48	1000	00	4	145
48	1000	00	5	98
48	1000	00	6	160
48	1000	00	7	101
48	1000	00	8	88
48	1000	00	9	106
48	1000	00	10	151
48	1000	00	11	108
48	1000	00	12	153
48	1000	00	13	105
48	1000	00	14	112
48	1000	00	15	123
48	1000	00	16	137
48	1000	00	17	98
48	1000	00	18	110
48	1000	00	19	100
48	1000	00	20	106
48	1000	00	21	117
48	1000	00	22	140
48	1000	00	23	101
48	1000	00	24	94
48	1000	00	25	130
48	1000	00	26	133
48	1000	00	27	140
48	1000	00	28	105
48	1000	00	29	194
48	1000	00	30	181
48	1000	10	31	80
48	1000	00	0	153
48	1000	00	1	141
48	1000	00	2	112
48	1000	00	3	125
48	1000	00	4	150
48	1000	00	5	101
48	1000	00	6	164
48	1000	00	7	101
48	1000	00	8	100
48	1000	00	9	123
48	1000	00	10	159
48	1000	00	11	126
48	1000	00	12	163
48	1000	00	13	126
48	1000	00	14	137
48	1000	00	15	139
48	1000	00	16	149
48	1000	00	17	110
48	1000	00	18	125
48	1000	00	19	113
48	1000	00	20	122
48	1000	00	21	129
48	1000	00	22	151
48	1000	00	23	116
48	1000	00	24	98
48	1000	00	25	133
48	1000	00	26	133
48	1000	00	27	142
48	1000	00	28	109
48	1000	00	29	198
48	1000	00	30	185
